0,COCO_train2014_000000581857.jpg,person,0.34083134
1,COCO_train2014_000000581857.jpg,person,0.213358959
2,COCO_train2014_000000581839.jpg,person,0.142315991
3,COCO_train2014_000000581839.jpg,person,0.511436662
4,COCO_train2014_000000581789.jpg,person,0.697418904
5,COCO_train2014_000000581789.jpg,person,0.811595818
6,COCO_train2014_000000581766.jpg,toilet,0.607541828
7,COCO_train2014_000000581766.jpg,toilet,0
8,COCO_train2014_000000581739.jpg,vase,0.244127965
9,COCO_train2014_000000581739.jpg,vase,0.325350138
10,COCO_train2014_000000581739.jpg,vase,0.238814994
11,COCO_train2014_000000581738.jpg,bus,0.411775825
12,COCO_train2014_000000581738.jpg,bus,0.765514162
16,COCO_train2014_000000581686.jpg,bird,0.571761447
17,COCO_train2014_000000581686.jpg,bird,0.233991145
18,COCO_train2014_000000581657.jpg,laptop,0
19,COCO_train2014_000000581657.jpg,laptop,0.468950447
20,COCO_train2014_000000581657.jpg,person,0
21,COCO_train2014_000000581657.jpg,person,0
22,COCO_train2014_000000581629.jpg,person,0.256685835
23,COCO_train2014_000000581629.jpg,person,0.154228149
24,COCO_train2014_000000581629.jpg,person,0.528586427
25,COCO_train2014_000000581481.jpg,sandwich,0.341421638
26,COCO_train2014_000000581481.jpg,sandwich,0.227966188
27,COCO_train2014_000000581466.jpg,cow,0.092350018
28,COCO_train2014_000000581466.jpg,cow,0.327408398
29,COCO_train2014_000000581466.jpg,cow,0.496924871
30,COCO_train2014_000000581446.jpg,person,0.300295227
31,COCO_train2014_000000581446.jpg,person,0.503497319
32,COCO_train2014_000000581425.jpg,person,0.57903824
33,COCO_train2014_000000581425.jpg,person,0.20418648
34,COCO_train2014_000000581425.jpg,person,0
35,COCO_train2014_000000581419.jpg,clock,0.032877535
36,COCO_train2014_000000581419.jpg,clock,0.200907316
37,COCO_train2014_000000581419.jpg,clock,0.31811816
38,COCO_train2014_000000581419.jpg,clock,0.32094759
39,COCO_train2014_000000581354.jpg,horse,0.193262217
40,COCO_train2014_000000581354.jpg,horse,0.517543985
